index,problem_id,difficulty,ground_truth,cot_obj,cot_pass_1e4,cot_pass_1e2,l1_obj,l1_pass_1e4,l1_pass_1e2,l2_obj,l2_pass_1e4,l2_pass_1e2,final_obj,final_pass_1e4,final_pass_1e2,runtime_s,prompt_tokens,completion_tokens,total_tokens
156,156,,641471.79,,False,False,,False,False,,False,False,,False,False,181.934,9008,16250,25258
157,157,,712822.05,,False,False,,False,False,,False,False,,False,False,153.226,8282,13737,22019
158,158,,638919.04,,False,False,,False,False,,False,False,,False,False,139.598,9151,12528,21679
159,159,,624743.26,,False,False,,False,False,,False,False,,False,False,135.399,9147,12182,21329
160,160,,378951.5,,False,False,,False,False,,False,False,,False,False,136.432,8605,12210,20815
161,161,,387984.5,,False,False,,False,False,,False,False,,False,False,139.841,8675,12491,21166
162,162,,383830.0,,False,False,,False,False,,False,False,,False,False,128.909,8822,11527,20349
163,163,,380527.0,,False,False,,False,False,,False,False,,False,False,137.186,7945,12340,20285
164,164,,377102.0,,False,False,,False,False,,False,False,,False,False,132.529,8830,11866,20696
165,165,,378951.5,,False,False,,False,False,,False,False,,False,False,134.012,9172,11952,21124
166,166,,364495.5,,False,False,,False,False,,False,False,,False,False,130.288,9136,11558,20694
167,167,,387474.0,,False,False,,False,False,,False,False,,False,False,143.379,8728,12880,21608
168,168,,382278.0,,False,False,,False,False,,False,False,,False,False,181.925,8624,16341,24965
169,169,,384023.0,,False,False,,False,False,,False,False,,False,False,127.906,9304,11596,20900
170,170,,378951.5,,False,False,,False,False,,False,False,,False,False,163.840,8080,14705,22785
171,171,,380643.0,,False,False,,False,False,,False,False,,False,False,138.552,8160,12452,20612
172,172,,372347.5,,False,False,,False,False,,False,False,,False,False,143.119,8380,12890,21270
173,173,,375970.5,,False,False,,False,False,,False,False,,False,False,160.025,8162,14417,22579
174,174,,384874.0,,False,False,,False,False,,False,False,,False,False,148.746,8238,13466,21704
175,175,,317794.15,,False,False,,False,False,,False,False,,False,False,151.508,8404,13570,21974
176,176,,312438.75,,False,False,,False,False,,False,False,,False,False,131.899,8613,11741,20354
177,177,,307341.3,,False,False,,False,False,,False,False,,False,False,134.386,8486,12062,20548
178,178,,311285.95,,False,False,,False,False,,False,False,,False,False,128.616,8535,11561,20096
179,179,,318471.7,,False,False,,False,False,,False,False,,False,False,140.447,8526,12635,21161
180,180,,378951.5,,False,False,,False,False,,False,False,,False,False,123.362,7942,11051,18993
181,181,,389360.5,,False,False,,False,False,,False,False,,False,False,171.285,8201,15533,23734
182,182,,367720.5,,False,False,,False,False,,False,False,,False,False,130.234,8268,11748,20016
183,183,,386863.5,,False,False,,False,False,,False,False,,False,False,134.889,8330,12191,20521
184,184,,372322.0,,False,False,,False,False,,False,False,,False,False,132.541,8123,12005,20128
185,185,,378951.5,,False,False,,False,False,,False,False,,False,False,123.132,8397,11258,19655
186,186,,388265.5,,False,False,,False,False,,False,False,,False,False,148.611,7753,14216,21969
187,187,,381968.5,,False,False,,False,False,,False,False,,False,False,128.730,8633,12392,21025
188,188,,382648.0,,False,False,,False,False,,False,False,,False,False,128.602,8533,13203,21736
189,189,,367880.5,,False,False,,False,False,,False,False,,False,False,124.273,8500,13737,22237
