index,problem_id,difficulty,ground_truth,cot_obj,cot_pass_1e4,cot_pass_1e2,l1_obj,l1_pass_1e4,l1_pass_1e2,l2_obj,l2_pass_1e4,l2_pass_1e2,final_obj,final_pass_1e4,final_pass_1e2,runtime_s,prompt_tokens,completion_tokens,total_tokens
68,68,,399819.62,,False,False,,False,False,,False,False,,False,False,55.831,11151,6481,17632
69,69,,399408.82,,False,False,,False,False,,False,False,,False,False,59.558,11438,6486,17924
70,70,,562717.5,563496.9999999999,False,True,563496.9999999999,False,True,563496.9999999999,False,True,563496.9999999999,False,True,45.902,10966,5455,16421
71,71,,596190.0,558930.0000000005,False,False,558930.0000000005,False,False,558930.0000000005,False,False,558930.0000000005,False,False,48.688,11139,5487,16626
72,72,,555907.0,566449.9999999997,False,False,566449.9999999997,False,False,566449.9999999997,False,False,566449.9999999997,False,False,49.949,11146,5683,16829
73,73,,585562.5,541912.5000000007,False,False,541912.5000000007,False,False,541912.5000000007,False,False,541912.5000000007,False,False,48.747,11152,5360,16512
74,74,,575165.0,,False,False,,False,False,,False,False,,False,False,60.848,11456,6720,18176
75,75,,621810.5,557290.4999999997,False,False,557290.4999999997,False,False,557290.4999999997,False,False,557290.4999999997,False,False,57.762,11382,6714,18096
76,76,,596280.5,,False,False,,False,False,,False,False,,False,False,54.962,11435,6313,17748
77,77,,628599.5,567149.5000000005,False,False,567149.5000000005,False,False,567149.5000000005,False,False,567149.5000000005,False,False,59.580,11441,6856,18297
78,78,,621677.5,,False,False,,False,False,,False,False,,False,False,59.422,11448,6603,18051
79,79,,620242.5,,False,False,,False,False,,False,False,,False,False,60.919,11427,6723,18150
80,80,,595032.0,,False,False,,False,False,,False,False,,False,False,56.183,11197,6212,17409
81,81,,554930.0,,False,False,,False,False,,False,False,,False,False,59.398,11519,6793,18312
82,82,,596084.5,,False,False,,False,False,,False,False,,False,False,56.824,11289,6313,17602
83,83,,585244.5,,False,False,,False,False,,False,False,,False,False,58.535,11139,6232,17371
84,84,,621889.5,,False,False,,False,False,,False,False,,False,False,60.708,11204,6692,17896
85,85,,566687.5,464456.00000000006,False,False,464456.00000000006,False,False,464456.00000000006,False,False,464456.00000000006,False,False,52.112,10848,6189,17037
86,86,,546510.5,321119.4999999992,False,False,321119.4999999992,False,False,321119.4999999992,False,False,321119.4999999992,False,False,49.973,10883,5742,16625
87,87,,556194.0,,False,False,,False,False,,False,False,,False,False,54.436,11319,6022,17341
88,88,,565214.0,,False,False,,False,False,,False,False,,False,False,50.471,11445,5687,17132
89,89,,550111.0,180792.0,False,False,180792.0,False,False,180792.0,False,False,180792.0,False,False,50.874,10874,5870,16744
90,90,,586968.0,,False,False,,False,False,,False,False,,False,False,58.558,11490,6786,18276
91,91,,581911.0,,False,False,,False,False,,False,False,,False,False,59.343,11466,6936,18402
92,92,,653731.0,,False,False,,False,False,,False,False,,False,False,56.514,11322,6274,17596
93,93,,603673.5,,False,False,,False,False,,False,False,,False,False,64.311,11563,6861,18424
94,94,,613811.0,,False,False,,False,False,,False,False,,False,False,58.793,11542,6674,18216
95,95,,484996.5,,False,False,,False,False,,False,False,,False,False,60.619,11510,6956,18466
96,96,,496085.0,,False,False,,False,False,,False,False,,False,False,66.413,11603,7221,18824
97,97,,516706.5,474686.5,False,False,474686.5,False,False,474686.5,False,False,474686.5,False,False,52.155,10890,6004,16894
98,98,,476425.5,450375.50000000093,False,False,450375.50000000093,False,False,450375.50000000093,False,False,450375.50000000093,False,False,53.336,10908,6177,17085
99,99,,498825.0,465604.9999999998,False,False,465604.9999999998,False,False,465604.9999999998,False,False,465604.9999999998,False,False,53.904,11115,6249,17364
100,100,,5783150.0,5783150.0,True,True,5783150.0,True,True,5783150.0,True,True,5783150.0,True,True,42.219,10980,5155,16135
101,101,,5715150.0,34124250.0,False,False,34124250.0,False,False,34124250.0,False,False,34124250.0,False,False,50.870,10984,6314,17298
102,102,,5800830.0,,False,False,,False,False,,False,False,,False,False,56.606,11697,6522,18219
103,103,,5759780.0,5759780.0,True,True,5759780.0,True,True,5759780.0,True,True,5759780.0,True,True,44.617,11064,5493,16557
104,104,,5721560.0,5721560.0,True,True,5721560.0,True,True,5721560.0,True,True,5721560.0,True,True,42.394,11428,4917,16345
105,105,,1428630.0,505343.770833333,False,False,505343.770833333,False,False,505343.770833333,False,False,505343.770833333,False,False,54.034,11551,6568,18119
106,106,,1429573.41,,False,False,,False,False,,False,False,,False,False,57.890,11444,6779,18223
107,107,,1410267.58,,False,False,,False,False,,False,False,,False,False,57.171,11478,6515,17993
108,108,,1436742.02,,False,False,,False,False,,False,False,,False,False,59.340,11410,6993,18403
109,109,,1464342.93,,False,False,,False,False,,False,False,,False,False,52.803,11186,6085,17271
110,110,,659015.8,,False,False,,False,False,,False,False,,False,False,55.997,11126,6096,17222
111,111,,667215.07,,False,False,,False,False,,False,False,,False,False,59.712,11433,6543,17976
112,112,,671493.21,,False,False,,False,False,,False,False,,False,False,63.419,11395,6940,18335
113,113,,661575.96,,False,False,,False,False,,False,False,,False,False,55.760,11152,6176,17328
114,114,,670873.86,,False,False,,False,False,,False,False,,False,False,56.873,11215,6252,17467
115,115,,694823.0,702188.8,False,False,702188.8,False,False,702188.8,False,False,702188.8,False,False,47.463,11057,5775,16832
116,116,,686020.85,,False,False,,False,False,,False,False,,False,False,61.676,11863,6656,18519
117,117,,709631.25,,False,False,,False,False,,False,False,,False,False,55.072,11597,6061,17658
118,118,,664512.16,680413.7261009734,False,False,680413.7261009734,False,False,680413.7261009734,False,False,680413.7261009734,False,False,45.782,11453,5216,16669
119,119,,736925.88,751917.7299777553,False,False,751917.7299777553,False,False,751917.7299777553,False,False,751917.7299777553,False,False,48.777,11081,5864,16945
120,120,,755550.05,,False,False,,False,False,,False,False,,False,False,113.020,11484,6185,17669
121,121,,768101.67,,False,False,,False,False,,False,False,,False,False,61.565,11624,6770,18394
122,122,,766436.12,,False,False,,False,False,,False,False,,False,False,56.668,11659,6329,17988
123,123,,764703.38,,False,False,,False,False,,False,False,,False,False,61.608,11715,6926,18641
124,124,,759745.35,,False,False,,False,False,,False,False,,False,False,58.632,11691,6862,18553
125,125,,528518.0,474653.0000000003,False,False,474653.0000000003,False,False,474653.0000000003,False,False,474653.0000000003,False,False,54.253,11563,6001,17564
126,126,,486598.0,440298.00000000035,False,False,440298.00000000035,False,False,440298.00000000035,False,False,440298.00000000035,False,False,47.064,11247,5222,16469
127,127,,514981.0,466506.99999999965,False,False,466506.99999999965,False,False,466506.99999999965,False,False,466506.99999999965,False,False,48.581,11188,5625,16813
128,128,,510229.0,,False,False,,False,False,,False,False,,False,False,56.899,11343,6418,17761
129,129,,502283.0,268090.0000000002,False,False,268090.0000000002,False,False,268090.0000000002,False,False,268090.0000000002,False,False,52.154,11528,6089,17617
130,130,,506120.72,380991.9999999997,False,False,380991.9999999997,False,False,380991.9999999997,False,False,380991.9999999997,False,False,48.254,11671,5399,17070
131,131,,511116.43,403895.5000000008,False,False,403895.5000000008,False,False,403895.5000000008,False,False,403895.5000000008,False,False,46.976,11265,5435,16700
132,132,,486970.87,382836.2500000001,False,False,382836.2500000001,False,False,382836.2500000001,False,False,382836.2500000001,False,False,53.092,11532,6201,17733
133,133,,514497.87,368960.0000000002,False,False,368960.0000000002,False,False,368960.0000000002,False,False,368960.0000000002,False,False,53.234,10930,6129,17059
134,134,,510333.63,383654.0000000003,False,False,383654.0000000003,False,False,383654.0000000003,False,False,383654.0000000003,False,False,43.860,11272,4930,16202
135,135,,399680.25,,False,False,,False,False,,False,False,,False,False,106.786,11535,5556,17091
136,136,,399656.42,,False,False,,False,False,,False,False,,False,False,56.010,11626,6280,17906
137,137,,407555.67,,False,False,,False,False,,False,False,,False,False,61.343,11551,7037,18588
138,138,,403105.47,,False,False,,False,False,,False,False,,False,False,60.152,11631,6580,18211
139,139,,401053.48,399117.50000000047,False,True,399117.50000000047,False,True,399117.50000000047,False,True,399117.50000000047,False,True,55.349,11420,6091,17511
140,140,,733496.92,,False,False,,False,False,,False,False,,False,False,56.339,11420,6610,18030
141,141,,718711.42,,False,False,,False,False,,False,False,,False,False,52.838,11381,6016,17397
142,142,,715371.42,,False,False,,False,False,,False,False,,False,False,53.140,11417,6164,17581
143,143,,714690.83,714690.8333333331,True,True,714690.8333333331,True,True,714690.8333333331,True,True,714690.8333333331,True,True,44.562,11370,5175,16545
144,144,,719933.0,,False,False,,False,False,,False,False,,False,False,51.863,11398,6131,17529
145,145,,444921.89,,False,False,,False,False,,False,False,,False,False,64.565,11519,7267,18786
146,146,,448347.29,,False,False,,False,False,,False,False,,False,False,62.503,11632,6832,18464
147,147,,430416.21,,False,False,,False,False,,False,False,,False,False,71.094,11455,7845,19300
148,148,,441399.64,,False,False,,False,False,,False,False,,False,False,64.900,11756,7363,19119
149,149,,462895.92,307520.075628014,False,False,307520.075628014,False,False,307520.075628014,False,False,307520.075628014,False,False,50.118,11771,5641,17412
150,150,,524480.5,556260.4999999999,False,False,556260.4999999999,False,False,556260.4999999999,False,False,556260.4999999999,False,False,48.863,10938,5829,16767
151,151,,522186.0,,False,False,,False,False,,False,False,,False,False,53.461,11408,5984,17392
152,152,,508672.0,,False,False,,False,False,,False,False,,False,False,55.759,11660,6344,18004
153,153,,507135.5,,False,False,,False,False,,False,False,,False,False,52.997,11341,6085,17426
154,154,,529493.0,357698.49999999977,False,False,357698.49999999977,False,False,357698.49999999977,False,False,357698.49999999977,False,False,46.331,11351,5254,16605
155,155,,622677.8,99948.05833333336,False,False,99948.05833333336,False,False,99948.05833333336,False,False,99948.05833333336,False,False,72.490,12275,7906,20181
156,156,,641471.79,133929.2198419421,False,False,133929.2198419421,False,False,133929.2198419421,False,False,133929.2198419421,False,False,73.737,12243,8116,20359
157,157,,712822.05,,False,False,,False,False,,False,False,,False,False,66.680,12100,7707,19807
158,158,,638919.04,463281.79999999976,False,False,463281.79999999976,False,False,463281.79999999976,False,False,463281.79999999976,False,False,73.624,12268,8471,20739
159,159,,624743.26,440202.51851560106,False,False,440202.51851560106,False,False,440202.51851560106,False,False,440202.51851560106,False,False,59.644,12223,6906,19129
160,160,,378951.5,,False,False,,False,False,,False,False,,False,False,64.660,11666,7257,18923
161,161,,387984.5,,False,False,,False,False,,False,False,,False,False,65.354,11855,7230,19085
162,162,,383830.0,383830.0000000008,True,True,383830.0000000008,True,True,383830.0000000008,True,True,383830.0000000008,True,True,52.474,11038,6406,17444
163,163,,380527.0,,False,False,,False,False,,False,False,,False,False,59.360,11566,6677,18243
164,164,,377102.0,,False,False,,False,False,,False,False,,False,False,70.071,11620,8011,19631
165,165,,378951.5,407786.99999999977,False,False,407786.99999999977,False,False,407786.99999999977,False,False,407786.99999999977,False,False,59.448,11470,6899,18369
166,166,,364495.5,302250.500000001,False,False,302250.500000001,False,False,302250.500000001,False,False,302250.500000001,False,False,51.330,12326,6102,18428
167,167,,387474.0,387474.0,True,True,387474.0,True,True,387474.0,True,True,387474.0,True,True,53.031,12026,6005,18031
168,168,,382278.0,382278.00000000076,True,True,382278.00000000076,True,True,382278.00000000076,True,True,382278.00000000076,True,True,53.429,12445,6055,18500
169,169,,384023.0,,False,False,,False,False,,False,False,,False,False,59.695,12126,6635,18761
170,170,,378951.5,378951.50000000047,True,True,378951.50000000047,True,True,378951.50000000047,True,True,378951.50000000047,True,True,58.947,11539,6844,18383
171,171,,380643.0,380643.00000000035,True,True,380643.00000000035,True,True,380643.00000000035,True,True,380643.00000000035,True,True,61.543,11599,7249,18848
172,172,,372347.5,372347.4999999999,True,True,372347.4999999999,True,True,372347.4999999999,True,True,372347.4999999999,True,True,59.404,11581,6856,18437
173,173,,375970.5,375970.50000000006,True,True,375970.50000000006,True,True,375970.50000000006,True,True,375970.50000000006,True,True,47.667,11485,5640,17125
174,174,,384874.0,319429.0000000001,False,False,319429.0000000001,False,False,319429.0000000001,False,False,319429.0000000001,False,False,57.527,11578,6895,18473
175,175,,317794.15,317794.15000000043,True,True,317794.15000000043,True,True,317794.15000000043,True,True,317794.15000000043,True,True,50.116,10761,6152,16913
176,176,,312438.75,,False,False,,False,False,,False,False,,False,False,59.354,11565,6867,18432
177,177,,307341.3,,False,False,,False,False,,False,False,,False,False,59.622,11580,6841,18421
178,178,,311285.95,,False,False,,False,False,,False,False,,False,False,59.168,11463,6911,18374
179,179,,318471.7,,False,False,,False,False,,False,False,,False,False,52.171,11309,5749,17058
180,180,,378951.5,378951.50000000116,True,True,378951.50000000116,True,True,378951.50000000116,True,True,378951.50000000116,True,True,46.875,10669,5855,16524
181,181,,389360.5,389360.4999999994,True,True,389360.4999999994,True,True,389360.4999999994,True,True,389360.4999999994,True,True,59.939,11529,6905,18434
182,182,,367720.5,367720.5000000005,True,True,367720.5000000005,True,True,367720.5000000005,True,True,367720.5000000005,True,True,61.170,11569,7036,18605
183,183,,386863.5,386863.4999999998,True,True,386863.4999999998,True,True,386863.4999999998,True,True,386863.4999999998,True,True,57.657,11601,6738,18339
184,184,,372322.0,372322.00000000105,True,True,372322.00000000105,True,True,372322.00000000105,True,True,372322.00000000105,True,True,61.058,11587,7004,18591
185,185,,378951.5,407786.9999999999,False,False,407786.9999999999,False,False,407786.9999999999,False,False,407786.9999999999,False,False,59.999,11555,7039,18594
186,186,,388265.5,,False,False,,False,False,,False,False,,False,False,63.364,11429,7032,18461
187,187,,381968.5,366502.5000000004,False,False,366502.5000000004,False,False,366502.5000000004,False,False,366502.5000000004,False,False,47.440,11288,5391,16679
188,188,,382648.0,366880.25000000023,False,False,366880.25000000023,False,False,366880.25000000023,False,False,366880.25000000023,False,False,57.537,11422,6188,17610
189,189,,367880.5,,False,False,,False,False,,False,False,,False,False,57.106,11351,6417,17768
